# 005 marketing repos reviewer — scan stamps (UTC). Appended by scripts/marketing-repos-preflight.sh and agent 005.
2026-06-01T17:20:00Z UTC | 005 agent | registered=0 deploy=https://github.com/satisfecho/pos/actions/runs/26770417180 (gustazo bundle: remove local-04) feat_mkt=0 | note: CI green artifact gustazo-dist; issue #1 already linked WIP-MKT-040-1

2026-06-01T17:22:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T17:31:32Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T17:37:22Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T17:43:07Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T17:48:58Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T17:54:51Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:00:41Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:06:30Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:12:18Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:18:07Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:23:58Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:29:47Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:35:32Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:41:24Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:47:12Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:53:05Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T18:58:52Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:04:39Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:10:26Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:16:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:22:04Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:27:52Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:33:41Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:39:31Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:45:18Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:51:07Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T19:56:55Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:02:43Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:08:33Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:14:28Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:20:17Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:26:10Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:31:58Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:37:48Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:43:32Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:49:23Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T20:55:14Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:01:04Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:06:56Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:12:44Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:18:30Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:24:21Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:30:08Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:35:57Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:41:43Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:47:30Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:53:19Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T21:59:05Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:04:54Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:10:40Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:16:26Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:22:11Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:27:59Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:33:42Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:39:28Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:45:09Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:50:53Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T22:56:41Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:02:29Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:08:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:14:02Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:19:47Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:25:33Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:31:22Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:37:09Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:42:57Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:48:44Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-01T23:54:30Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:00:17Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:06:02Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:11:46Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:17:31Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:23:20Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:29:05Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:34:51Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:40:37Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:46:23Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:52:09Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T00:57:56Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:03:38Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:09:25Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:15:13Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:21:02Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:26:47Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:32:34Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:38:19Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:44:00Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:49:45Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T01:55:31Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:01:21Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:07:07Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:12:53Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:18:41Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:24:32Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:30:19Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:36:06Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:41:52Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:47:40Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:53:27Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T02:59:14Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:05:00Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:10:46Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:16:32Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:22:23Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:28:14Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:34:05Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:39:49Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:45:36Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:51:20Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T03:57:07Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:02:52Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:08:45Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:14:38Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:20:24Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:26:11Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:31:58Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:37:46Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:43:35Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:49:22Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T04:55:05Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:00:53Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:06:37Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:12:22Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:18:12Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:24:01Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:29:51Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:35:43Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:41:30Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:47:22Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:53:09Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T05:58:59Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T06:04:47Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T06:10:39Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T06:16:15Z UTC | 005 preflight | new=0 changed=0 untracked_issues=1 deploy_candidates=0

2026-06-02T06:17:00Z UTC | 005 agent | registered=0 deploy_triggered=0 feat_mkt=1 (FEAT-MKT-083-1 wimpi opening-hours mobile) | note: all 8 repos in manifest; no bundle changes

2026-06-02T06:17:00Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T06:59:11Z UTC | 005 preflight | new=0 changed=1 untracked_issues=1 deploy_candidates=1

2026-06-02T07:02:00Z UTC | 005 agent | registered=0 deploy=https://github.com/satisfecho/pos/actions/runs/26803925488 (wimpi bundle 06:20Z) feat_mkt=1 (FEAT-MKT-085-1 bosskebab 404 assets) | note: manifest unchanged; bosskebab base href mismatch /boss-kebab/ vs /bosskebabypizzeria/

2026-06-02T07:00:29Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T07:18:30Z UTC | 005 agent | registered=0 deploy=https://github.com/satisfecho/pos/actions/runs/26804705034 (085_Bosskebabypizzeria bundle after baseHref fix, CI 26804039764) feat_mkt=1 (FEAT-MKT-083-2 google reviews) | note: 085 issue #1 skip linked WIP-MKT-085-1; no new repos

2026-06-02T07:19:21Z UTC | 005 preflight | new=0 changed=1 untracked_issues=0 deploy_candidates=1

2026-06-02T07:32:00Z UTC | 005 agent | registered=0 deploy=https://github.com/satisfecho/pos/actions/runs/26805314668 (wimpi Google reviews 4.8/239, CI 26804787062) feat_mkt=0 | note: issue #2 skip linked WIP-MKT-083-2; manifest unchanged

2026-06-02T07:36:28Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T07:47:27Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T07:53:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T07:59:02Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:04:52Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:10:41Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:16:33Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:22:25Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:28:17Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:34:02Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:39:49Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:45:36Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:51:25Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T08:57:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:03:07Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:09:01Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:14:49Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:20:37Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:26:33Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:32:24Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:38:18Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:44:05Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:49:59Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T09:55:49Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:01:38Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:07:26Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:13:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:19:10Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:24:59Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:30:47Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:36:36Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:42:26Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:48:16Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T10:54:11Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T11:00:03Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T11:05:56Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T11:11:51Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T11:17:40Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

2026-06-02T11:23:34Z UTC | 005 preflight | new=0 changed=0 untracked_issues=0 deploy_candidates=0

